ExperimentName,Subject,Age,Handedness,Sex,Label,Identity,Shape,Target.ACC,Target.RESP,Target.RT
breaking,1,24,right,male,friend,Friend,S.bmp,0,,0
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,1055
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,748
breaking,1,24,right,male,friend,Friend,S.bmp,0,,0
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,516
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,696
breaking,1,24,right,male,stranger,Self,T.bmp,0,,0
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,1032
breaking,1,24,right,male,self,Self,T.bmp,0,n,748
breaking,1,24,right,male,stranger,Friend,S.bmp,0,m,1096
breaking,1,24,right,male,friend,Self,T.bmp,0,m,820
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,513
breaking,1,24,right,male,stranger,Self,T.bmp,0,n,1085
breaking,1,24,right,male,self,Self,T.bmp,1,m,977
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,901
breaking,1,24,right,male,friend,Self,T.bmp,0,,0
breaking,1,24,right,male,self,Friend,S.bmp,1,m,790
breaking,1,24,right,male,friend,Stranger,C.bmp,0,,0
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,662
breaking,1,24,right,male,self,Friend,S.bmp,1,m,913
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,997
breaking,1,24,right,male,self,Friend,S.bmp,1,m,658
breaking,1,24,right,male,friend,Self,T.bmp,0,,0
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,978
breaking,1,24,right,male,self,Self,T.bmp,1,m,702
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,610
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,559
breaking,1,24,right,male,self,Self,T.bmp,1,m,899
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,975
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,947
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,807
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,556
breaking,1,24,right,male,friend,Self,T.bmp,1,n,679
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,899
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,783
breaking,1,24,right,male,friend,Stranger,C.bmp,0,n,1083
breaking,1,24,right,male,stranger,Friend,S.bmp,0,,0
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,668
breaking,1,24,right,male,self,Friend,S.bmp,1,m,792
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,828
breaking,1,24,right,male,self,Self,T.bmp,1,m,696
breaking,1,24,right,male,self,Self,T.bmp,1,m,653
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,617
breaking,1,24,right,male,friend,Self,T.bmp,1,n,901
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,912
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,916
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,1097
breaking,1,24,right,male,self,Friend,S.bmp,1,m,693
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1001
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,477
breaking,1,24,right,male,friend,Self,T.bmp,0,m,842
breaking,1,24,right,male,self,Friend,S.bmp,1,m,718
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,762
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,710
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,690
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,751
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,1003
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,846
breaking,1,24,right,male,friend,Stranger,C.bmp,0,,0
breaking,1,24,right,male,friend,Self,T.bmp,1,n,862
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,819
breaking,1,24,right,male,self,Self,T.bmp,1,m,975
breaking,1,24,right,male,friend,Self,T.bmp,1,n,803
breaking,1,24,right,male,friend,Self,T.bmp,1,n,583
breaking,1,24,right,male,self,Self,T.bmp,1,m,571
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,712
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,1052
breaking,1,24,right,male,self,Friend,S.bmp,1,m,672
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,732
breaking,1,24,right,male,self,Self,T.bmp,1,m,1079
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,836
breaking,1,24,right,male,friend,Friend,S.bmp,0,,0
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,588
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,1096
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,970
breaking,1,24,right,male,self,Friend,S.bmp,1,m,775
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,915
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,999
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,851
breaking,1,24,right,male,self,Friend,S.bmp,1,m,855
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,804
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,994
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,870
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,874
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,703
breaking,1,24,right,male,self,Self,T.bmp,1,m,715
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1087
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,683
breaking,1,24,right,male,self,Friend,S.bmp,1,m,687
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,979
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,647
breaking,1,24,right,male,friend,Self,T.bmp,1,n,803
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,775
breaking,1,24,right,male,self,Stranger,C.bmp,0,,0
breaking,1,24,right,male,self,Self,T.bmp,1,m,792
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,900
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,928
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,572
breaking,1,24,right,male,self,Self,T.bmp,0,n,984
breaking,1,24,right,male,friend,Self,T.bmp,1,n,1093
breaking,1,24,right,male,self,Friend,S.bmp,1,m,1001
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,989
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,800
breaking,1,24,right,male,friend,Self,T.bmp,0,m,770
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,637
breaking,1,24,right,male,self,Friend,S.bmp,1,m,793
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,709
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,649
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,829
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,730
breaking,1,24,right,male,friend,Self,T.bmp,1,n,910
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,650
breaking,1,24,right,male,self,Friend,S.bmp,0,n,910
breaking,1,24,right,male,friend,Self,T.bmp,1,n,968
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,1076
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1000
breaking,1,24,right,male,self,Friend,S.bmp,1,m,772
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,712
breaking,1,24,right,male,self,Self,T.bmp,0,n,1036
breaking,1,24,right,male,self,Self,T.bmp,1,m,649
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,869
breaking,1,24,right,male,self,Friend,S.bmp,1,m,729
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,757
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,786
breaking,1,24,right,male,friend,Self,T.bmp,1,n,742
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,818
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,622
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,809
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,638
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,746
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,566
breaking,1,24,right,male,self,Self,T.bmp,1,m,770
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,614
breaking,1,24,right,male,stranger,Friend,S.bmp,0,,0
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,655
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,595
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,887
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,691
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,632
breaking,1,24,right,male,self,Friend,S.bmp,1,m,788
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,655
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,635
breaking,1,24,right,male,friend,Friend,S.bmp,0,n,927
breaking,1,24,right,male,friend,Self,T.bmp,0,m,708
breaking,1,24,right,male,self,Self,T.bmp,1,m,640
breaking,1,24,right,male,self,Self,T.bmp,1,m,908
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,816
breaking,1,24,right,male,self,Self,T.bmp,1,m,660
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,793
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,709
breaking,1,24,right,male,self,Friend,S.bmp,1,m,705
breaking,1,24,right,male,friend,Friend,S.bmp,0,,0
breaking,1,24,right,male,self,Friend,S.bmp,1,m,712
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,445
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,745
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,725
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,769
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,621
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,802
breaking,1,24,right,male,friend,Self,T.bmp,0,m,1078
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,626
breaking,1,24,right,male,friend,Self,T.bmp,1,n,598
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,739
breaking,1,24,right,male,self,Self,T.bmp,1,m,687
breaking,1,24,right,male,friend,Self,T.bmp,1,n,651
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,927
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,659
breaking,1,24,right,male,self,Friend,S.bmp,1,m,760
breaking,1,24,right,male,friend,Self,T.bmp,0,m,836
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,808
breaking,1,24,right,male,friend,Self,T.bmp,1,n,628
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,1008
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,596
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,512
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,716
breaking,1,24,right,male,self,Self,T.bmp,1,m,632
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,684
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,705
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,805
breaking,1,24,right,male,self,Friend,S.bmp,1,m,881
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,709
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,839
breaking,1,24,right,male,self,Self,T.bmp,1,m,780
breaking,1,24,right,male,stranger,Self,T.bmp,0,,0
breaking,1,24,right,male,self,Friend,S.bmp,1,m,692
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,847
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,723
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,544
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,580
breaking,1,24,right,male,stranger,Friend,S.bmp,0,m,832
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,572
breaking,1,24,right,male,self,Self,T.bmp,1,m,584
breaking,1,24,right,male,self,Friend,S.bmp,1,m,1013
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,985
breaking,1,24,right,male,self,Friend,S.bmp,1,m,909
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,505
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,389
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,553
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,965
breaking,1,24,right,male,self,Friend,S.bmp,1,m,649
breaking,1,24,right,male,friend,Self,T.bmp,1,n,949
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,642
breaking,1,24,right,male,friend,Self,T.bmp,1,n,974
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,1098
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,750
breaking,1,24,right,male,friend,Self,T.bmp,0,,0
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,911
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,579
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,791
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,979
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,567
breaking,1,24,right,male,friend,Friend,S.bmp,0,n,987
breaking,1,24,right,male,self,Self,T.bmp,1,m,679
breaking,1,24,right,male,self,Self,T.bmp,1,m,971
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,623
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,587
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,720
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,484
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,680
breaking,1,24,right,male,self,Self,T.bmp,0,,0
breaking,1,24,right,male,self,Friend,S.bmp,1,m,560
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,589
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,609
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,548
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,680
breaking,1,24,right,male,self,Self,T.bmp,1,m,700
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,865
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,539
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,911
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,803
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,695
breaking,1,24,right,male,friend,Self,T.bmp,0,m,580
breaking,1,24,right,male,self,Friend,S.bmp,0,,0
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,444
breaking,1,24,right,male,friend,Self,T.bmp,1,n,912
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,587
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1032
breaking,1,24,right,male,friend,Self,T.bmp,1,n,732
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,536
breaking,1,24,right,male,self,Friend,S.bmp,1,m,716
breaking,1,24,right,male,self,Self,T.bmp,1,m,873
breaking,1,24,right,male,stranger,Friend,S.bmp,0,m,645
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,841
breaking,1,24,right,male,self,Self,T.bmp,1,m,663
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,587
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,912
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,524
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,648
breaking,1,24,right,male,self,Friend,S.bmp,1,m,812
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,632
breaking,1,24,right,male,stranger,Friend,S.bmp,0,,0
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,649
breaking,1,24,right,male,self,Self,T.bmp,1,m,621
breaking,1,24,right,male,self,Friend,S.bmp,1,m,841
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1005
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,466
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,549
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,785
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,717
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,401
breaking,1,24,right,male,friend,Self,T.bmp,1,n,742
breaking,1,24,right,male,friend,Self,T.bmp,1,n,594
breaking,1,24,right,male,self,Friend,S.bmp,1,m,806
breaking,1,24,right,male,friend,Self,T.bmp,1,n,1002
breaking,1,24,right,male,self,Self,T.bmp,1,m,598
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,395
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,639
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,859
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,1046
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,810
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,791
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,587
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,575
breaking,1,24,right,male,friend,Self,T.bmp,1,n,883
breaking,1,24,right,male,self,Self,T.bmp,1,m,528
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,1044
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,736
breaking,1,24,right,male,self,Self,T.bmp,1,m,772
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,632
breaking,1,24,right,male,self,Self,T.bmp,1,m,709
breaking,1,24,right,male,self,Friend,S.bmp,1,m,521
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,620
breaking,1,24,right,male,friend,Self,T.bmp,1,n,648
breaking,1,24,right,male,self,Stranger,C.bmp,0,,0
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,793
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,813
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,641
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,365
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,657
breaking,1,24,right,male,friend,Self,T.bmp,0,,0
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,1098
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,510
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,610
breaking,1,24,right,male,self,Friend,S.bmp,1,m,637
breaking,1,24,right,male,self,Friend,S.bmp,1,m,386
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,870
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,482
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,574
breaking,1,24,right,male,friend,Self,T.bmp,0,m,634
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,751
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,747
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,807
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,915
breaking,1,24,right,male,self,Self,T.bmp,1,m,607
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,780
breaking,1,24,right,male,stranger,Friend,S.bmp,0,m,992
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,603
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,591
breaking,1,24,right,male,friend,Self,T.bmp,1,n,731
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,560
breaking,1,24,right,male,friend,Self,T.bmp,0,m,812
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,512
breaking,1,24,right,male,self,Self,T.bmp,1,m,740
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,561
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,837
breaking,1,24,right,male,self,Friend,S.bmp,1,m,721
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,885
breaking,1,24,right,male,self,Self,T.bmp,1,m,633
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,773
breaking,1,24,right,male,self,Friend,S.bmp,1,m,753
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,637
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,561
breaking,1,24,right,male,self,Friend,S.bmp,1,m,517
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,762
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,625
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,829
breaking,1,24,right,male,self,Self,T.bmp,0,n,752
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,500
breaking,1,24,right,male,self,Friend,S.bmp,1,m,697
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,525
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,449
breaking,1,24,right,male,self,Self,T.bmp,1,m,429
breaking,1,24,right,male,friend,Self,T.bmp,0,m,721
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,774
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,442
breaking,1,24,right,male,self,Friend,S.bmp,1,m,750
breaking,1,24,right,male,friend,Friend,S.bmp,0,n,810
breaking,1,24,right,male,friend,Self,T.bmp,1,n,974
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,610
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,502
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,898
breaking,1,24,right,male,self,Friend,S.bmp,1,m,878
breaking,1,24,right,male,self,Self,T.bmp,1,m,754
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,639
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,611
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,903
breaking,1,24,right,male,friend,Self,T.bmp,0,m,715
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,472
breaking,1,24,right,male,friend,Stranger,C.bmp,0,,0
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,944
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,556
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,391
breaking,1,24,right,male,self,Friend,S.bmp,1,m,724
breaking,1,24,right,male,self,Friend,S.bmp,1,m,584
breaking,1,24,right,male,friend,Self,T.bmp,0,m,748
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,752
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,668
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,953
breaking,1,24,right,male,self,Self,T.bmp,1,m,629
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,945
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,565
breaking,1,24,right,male,stranger,Friend,S.bmp,0,m,777
breaking,1,24,right,male,friend,Self,T.bmp,1,n,534
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,586
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,557
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,593
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,701
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,682
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,494
breaking,1,24,right,male,friend,Self,T.bmp,1,n,674
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,614
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,706
breaking,1,24,right,male,self,Self,T.bmp,1,m,663
breaking,1,24,right,male,self,Friend,S.bmp,1,m,819
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,839
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,555
breaking,1,24,right,male,self,Self,T.bmp,1,m,654
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,675
breaking,1,24,right,male,self,Self,T.bmp,1,m,567
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,403
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,647
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,579
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,792
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,724
breaking,1,24,right,male,self,Friend,S.bmp,1,m,656
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,604
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,609
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,645
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,705
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,484
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,624
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,573
breaking,1,24,right,male,friend,Self,T.bmp,1,n,561
breaking,1,24,right,male,self,Self,T.bmp,1,m,525
breaking,1,24,right,male,self,Self,T.bmp,1,m,825
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,685
breaking,1,24,right,male,self,Friend,S.bmp,1,m,738
breaking,1,24,right,male,self,Friend,S.bmp,1,m,718
breaking,1,24,right,male,friend,Self,T.bmp,1,n,666
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,686
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,474
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,615
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,770
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,1022
breaking,1,24,right,male,friend,Self,T.bmp,1,n,554
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,799
breaking,1,24,right,male,self,Friend,S.bmp,1,m,508
breaking,1,24,right,male,self,Friend,S.bmp,1,m,632
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,940
breaking,1,24,right,male,friend,Self,T.bmp,1,n,775
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,947
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,760
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,476
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,680
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,764
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,896
breaking,1,24,right,male,friend,Self,T.bmp,1,n,597
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,609
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,669
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,489
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,502
breaking,1,24,right,male,friend,Self,T.bmp,1,n,698
breaking,1,24,right,male,self,Friend,S.bmp,1,m,693
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,361
breaking,1,24,right,male,self,Self,T.bmp,1,m,549
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,618
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,606
breaking,1,24,right,male,self,Self,T.bmp,1,m,554
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,662
breaking,1,24,right,male,self,Self,T.bmp,1,m,434
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,591
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,755
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,431
breaking,1,24,right,male,self,Friend,S.bmp,1,m,547
breaking,1,24,right,male,self,Self,T.bmp,1,m,750
breaking,1,24,right,male,friend,Self,T.bmp,1,n,771
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,503
breaking,1,24,right,male,friend,Stranger,C.bmp,1,m,635
breaking,1,24,right,male,friend,Self,T.bmp,1,n,839
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,507
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,600
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,732
breaking,1,24,right,male,friend,Friend,S.bmp,1,m,744
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,572
breaking,1,24,right,male,stranger,Self,T.bmp,1,m,936
breaking,1,24,right,male,self,Stranger,C.bmp,1,n,397
breaking,1,24,right,male,stranger,Friend,S.bmp,1,n,817
breaking,1,24,right,male,stranger,Stranger,C.bmp,1,m,588
breaking,1,24,right,male,self,Self,T.bmp,1,m,440
