ExperimentName,Subject,Age,Handedness,Sex,Identity,Shape,Target.ACC,Target.RESP,Target.RT
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,652
SelfAssociate,15,19,NULL,female,Self,S.bmp,1,n,591
SelfAssociate,15,19,NULL,female,Self,S.bmp,1,b,749
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,m,628
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,645
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,769
SelfAssociate,15,19,NULL,female,Self,S.bmp,1,n,700
SelfAssociate,15,19,NULL,female,Self,S.bmp,1,n,517
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,b,651
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,1070
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,1219
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,m,963
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,1142
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,606
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,666
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,755
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,1018
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,1051
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,900
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,949
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,572
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,774
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,b,849
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,1212
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,653
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,b,744
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,561
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,m,773
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,n,552
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,b,614
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,753
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,672
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,550
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,973
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,799
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,m,1011
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,1509
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,1650
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,852
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,631
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,n,1013
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,887
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,635
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,n,874
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,657
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,651
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,1030
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,827
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,836
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,643
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,b,751
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,750
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,757
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,m,1003
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,1087
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,714
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,760
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,804
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,889
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,1020
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,995
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,m,998
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,930
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,765
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,665
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,b,650
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,716
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,819
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,796
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,827
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,939
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,796
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,851
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,b,806
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,1042
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,m,694
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,776
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,650
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,837
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,1003
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,799
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,779
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,b,812
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,991
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,750
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,b,804
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,657
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,756
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,802
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,679
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,604
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,896
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,643
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,680
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,716
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,699
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,708
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,923
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,888
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,667
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,668
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,756
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,731
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,702
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,m,566
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,651
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,781
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,766
SelfAssociate,15,19,NULL,female,Friend,T.bmp,0,n,923
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,744
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,672
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,719
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,724
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,520
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,n,653
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,647
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,795
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,634
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,648
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,m,659
SelfAssociate,15,19,NULL,female,Friend,T.bmp,1,b,875
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,642
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,839
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,516
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,666
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,n,515
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,697
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,828
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,597
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,0,n,467
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,660
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,580
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,501
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,m,629
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,b,548
SelfAssociate,15,19,NULL,female,Stranger,C.bmp,1,n,483
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,m,1234
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,903
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,b,1016
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,1417
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,n,1169
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1283
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1094
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,m,775
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1498
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,b,898
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,n,851
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,n,1318
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1169
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,851
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,m,886
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,n,1265
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,920
SelfAssociate,16,20,NULL,female,Stranger,T.bmp,1,b,997
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,b,1226
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,1226
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,b,1177
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,b,1243
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,n,662
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,2486
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,737
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1387
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,b,881
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1382
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1045
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,809
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,730
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,884
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1129
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,1235
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,b,920
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1365
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,745
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1337
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,785
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,778
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,1203
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,806
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,827
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1148
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,721
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,710
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,1461
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,724
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,889
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1460
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1076
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,905
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1210
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,868
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,812
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,775
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,778
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1085
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,904
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1289
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,706
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,922
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,1415
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,841
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1030
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,m,723
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1224
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,935
SelfAssociate,16,20,NULL,female,Friend,C.bmp,0,m,1082
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,n,1270
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,979
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,739
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,1443
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,n,631
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,n,1750
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,1108
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1473
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,1511
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,1716
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,b,778
SelfAssociate,16,20,NULL,female,Friend,C.bmp,1,m,819
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1092
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,b,933
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,1224
SelfAssociate,16,20,NULL,female,Self,S.bmp,0,b,792
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,733
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,647
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,652
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,951
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,m,884
SelfAssociate,16,20,NULL,female,Self,S.bmp,1,n,585
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,n,1203
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,1255
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,n,1320
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,b,964
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,1079
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1186
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,2346
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,n,1386
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,m,1066
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,b,777
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,b,732
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,n,1543
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,b,935
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,n,1104
SelfAssociate,17,25,NULL,female,Self,C.bmp,0,n,1383
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1079
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,b,673
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1102
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,b,885
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,1242
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1173
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,n,711
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,908
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,m,851
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,m,981
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,b,869
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1082
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,m,933
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1096
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,953
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1478
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1042
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,b,933
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,m,1016
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1370
SelfAssociate,17,25,NULL,female,Self,C.bmp,1,b,771
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,1190
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1044
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,951
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,,0
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,m,1707
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,m,993
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,1030
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1588
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,897
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1196
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,714
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,1519
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,930
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,997
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,843
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,b,1143
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,1015
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,696
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,n,1611
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,b,901
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,m,1564
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,1126
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,1194
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,663
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,1064
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1047
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,1089
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,914
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,985
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,m,904
SelfAssociate,17,25,NULL,female,Friend,T.bmp,0,b,777
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1436
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,650
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,1284
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,840
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,n,933
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,1022
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,b,821
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,966
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,m,1097
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,1098
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,642
SelfAssociate,17,25,NULL,female,Friend,T.bmp,1,n,716
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,0,n,1275
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,1193
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,1494
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,824
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,b,857
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,n,1340
SelfAssociate,17,25,NULL,female,Stranger,S.bmp,1,m,1043
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,2329
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1819
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,m,1131
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,1397
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1570
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1268
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1489
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1139
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1162
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1134
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,b,1407
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,m,1123
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1494
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,n,1168
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1194
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,b,1135
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,,0
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,1230
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1070
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,n,884
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,1350
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,886
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1028
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,809
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,m,948
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,847
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,980
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1125
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,952
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,919
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1175
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1024
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,b,933
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,,0
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1406
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,b,1213
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1171
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1213
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,838
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,b,1252
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1253
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,719
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1052
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,m,1302
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1255
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,b,1030
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,,0
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1254
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,1302
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,955
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,970
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1030
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1177
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,b,974
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1208
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,n,1057
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,1139
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1101
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1035
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1089
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,n,1059
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,b,1227
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,b,1112
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,,0
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1334
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1135
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,m,1086
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,0,b,921
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1336
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1494
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1129
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,921
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,942
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,776
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,906
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,b,1171
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,m,1020
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1027
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,b,1003
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1159
SelfAssociate,18,26,NULL,female,Friend,S.bmp,0,m,1052
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,1199
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,m,1102
SelfAssociate,18,26,NULL,female,Self,C.bmp,0,n,1341
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,m,1173
SelfAssociate,18,26,NULL,female,Stranger,T.bmp,1,n,1336
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1265
SelfAssociate,18,26,NULL,female,Self,C.bmp,1,b,847
SelfAssociate,18,26,NULL,female,Friend,S.bmp,1,n,1206
